mgrname,mgrno,rdate,prdate,cusip,shares,no,change,stkname,ticker,indcode,prc,shrout1
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,65410610,2474600,0,,NIKE INC,NKE,132,86.60,191
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,68989910,1818800,0,,OUTBACK STEAKHOUSE INC,OSI,115,45.24,74
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,72027910,8000000,0,,PIER 1 IMPORTS INC,PIR,117,14.19,86
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,74271810,630000,0,,PROCTER & GAMBLE CO,PG,107,52.75,2494
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,81211K10,1113300,0,,SEALED AIR CORP NEW,SEE,125,49.79,84
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,81760N10,5611600,0,,SERVICEMASTER CO,SVM,100,13.40,291
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,82028K20,22000000,0,,SHAW COMMUNICATIONS INC,SJR,131,20.82,215
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,86791410,3204600,0,,SUNTRUST BKS INC,STI,105,72.24,361
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,90212410,5000000,0,5000000,TYCO INTL LTD NEW,TYC,111,29.20,2020
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,90329340,6500000,0,,U S G CORP,USG,109,42.50,43
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,93964010,1727765,0,,WASHINGTON POST CO,WPO,127,835.03,8
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,94974610,56448380,0,,WELLS FARGO & CO NEW,WFC,105,61.58,1687
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,95081710,5703087,0,,WESCO FINL CORP,WSC,124,360.00,7
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,57.44,1241
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,02971210,10497900,0,,AMERICAN STD COS INC DEL,ASD,122,46.55,211
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,03076C10,30322137,0,30322137,AMERIPRISE FINL INC,AMP,120,35.80,
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,03522910,44711000,0,44711000,ANHEUSER BUSCH COS INC,BUD,106,43.04,777
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,19121610,200000000,0,,COCA COLA CO,KO,106,43.19,2387
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,20030N20,11110200,0,1110200,COMCAST CORP NEW,CMCS,131,28.78,825
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,20033410,1518978,0,,COMDISCO HLDG CO INC,CDCO,120,17.63,4
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,22160K10,5254000,0,,COSTCO WHSL CORP NEW,COST,129,43.09,479
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,31996310,8625000,0,,FIRST DATA CORP,FDC,108,40.00,772
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,36473010,3447600,0,,GANNETT INC,GCI,127,68.83,244
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,36476010,15434243,0,,GAP INC DEL,GPS,132,17.43,878
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,37576610,100980000,0,,GILLETTE CO,G,117,58.20,999
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,43707610,5000000,0,4055000,HOME DEPOT INC,HD,109,38.14,2140
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,46284610,5000000,0,,IRON MTN INC,IRM,134,36.70,131
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,52977110,1000000,0,,LEXMARK INTL NEW,LXK,108,61.05,119
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,54866110,390000,0,,LOWES COS INC,LOW,109,64.40,780
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,55261F10,6708760,0,,M & T BK CORP,MTB,105,105.71,114
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,61536910,48000000,0,,MOODYS CORP,MCO,114,51.08,301
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,62475610,851800,0,,MUELLER INDS INC,MLI,124,27.77,37
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,65410610,2474600,0,,NIKE INC,NKE,132,81.68,196
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,68989910,1818800,0,,OUTBACK STEAKHOUSE INC,OSI,115,36.60,75
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,71646E10,659000,0,,PETROCHINA CO LTD,PTR,112,83.37,21099
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,72027910,3290000,0,-4710000,PIER 1 IMPORTS INC,PIR,117,11.27,86
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,74271810,630000,0,,PROCTER & GAMBLE CO,PG,107,59.46,2443
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,81211K10,1113300,0,,SEALED AIR CORP NEW,SEE,125,47.46,83
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,81760N10,5611600,0,,SERVICEMASTER CO,SVM,100,13.54,292
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,82028K20,7101500,0,-14898500,SHAW COMMUNICATIONS INC,SJR,131,20.97,210
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,86791410,3204600,0,,SUNTRUST BKS INC,STI,105,69.45,363
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,90212410,10000000,0,5000000,TYCO INTL LTD NEW,TYC,111,27.85,2024
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,90329340,6500000,0,,U S G CORP,USG,109,68.72,44
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,93114210,19944300,0,19944300,WAL MART STORES INC,WMT,129,43.82,4163
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,93964010,1727765,0,,WASHINGTON POST CO,WPO,127,802.50,8
BERKSHIRE HATHAWAY INC.,8350,09/30/2005,06/30/2005,95081710,5703087,0,,WESCO FINL CORP,WSC,124,342.10,7
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,51.46,1242
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,02971210,10497900,0,,AMERICAN STD COS INC DEL,ASD,122,39.95,210
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,03076C10,30322137,0,-30322140,AMERIPRISE FINL INC,AMP,120,41.00,250
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,03522910,43854200,0,-856800,ANHEUSER BUSCH COS INC,BUD,106,42.96,776
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,09367110,18538100,0,-223300,BLOCK H & R INC,HRB,114,24.55,328
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,19121610,200000000,0,,COCA COLA CO,KO,106,40.31,2379
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,20030N20,11110200,0,,COMCAST CORP NEW,CMCS,131,25.69,825
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,20033410,1518978,0,,COMDISCO HLDG CO INC,CDCO,120,19.00,4
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,22160K10,5254000,0,,COSTCO WHSL CORP NEW,COST,129,49.47,473
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,31996310,10000000,0,1375000,FIRST DATA CORP,FDC,108,43.01,764
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,36473010,3447600,0,,GANNETT INC,GCI,127,60.57,240
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,36476010,10000000,0,-5434243,GAP INC DEL,GPS,132,17.64,870
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,43707610,5000000,0,,HOME DEPOT INC,HD,109,40.48,2124
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,46284610,3948800,0,-1051200,IRON MTN INC,IRM,134,42.22,131
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,52977110,3000000,0,2000000,LEXMARK INTL NEW,LXK,108,44.83,116
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,54866110,390000,0,,LOWES COS INC,LOW,109,66.66,782
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,55261F10,6708760,0,,M & T BK CORP,MTB,105,109.05,112
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,61536910,48000000,0,,MOODYS CORP,MCO,114,61.42,295
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,62475610,784500,0,-67300,MUELLER INDS INC,MLI,124,27.42,37
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,65410610,2474600,0,,NIKE INC,NKE,132,86.79,195
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,68989910,1818800,0,,OUTBACK STEAKHOUSE INC,OSI,115,41.61,75
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,71646E10,659000,0,,PETROCHINA CO LTD,PTR,112,81.96,21099
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,72027910,3290000,0,,PIER 1 IMPORTS INC,PIR,117,8.73,87
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,74271810,100000000,0,914500,PROCTER & GAMBLE CO,PG,107,57.88,3435
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,81211K10,955600,0,-157700,SEALED AIR CORP NEW,SEE,125,56.17,83
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,81760N10,5611600,0,,SERVICEMASTER CO,SVM,100,11.95,291
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,86791410,3204600,0,,SUNTRUST BKS INC,STI,105,72.76,361
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,89102710,2823879,0,188000,TORCHMARK CORP,TMK,119,55.60,104
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,90212410,10000000,0,,TYCO INTL LTD NEW,TYC,111,28.86,2013
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,90329340,6500000,0,,U S G CORP,USG,109,65.00,45
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,93114210,19944300,0,,WAL MART STORES INC,WMT,129,46.80,4163
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,93964010,1727765,0,,WASHINGTON POST CO,WPO,127,765.00,8
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,94974610,85092200,0,85092200,WELLS FARGO & CO NEW,WFC,105,62.83,1672
BERKSHIRE HATHAWAY INC.,8350,12/31/2005,09/30/2005,95081710,5703087,0,,WESCO FINL CORP,WSC,124,385.00,7
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,52.55,1237
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,02971210,11062700,0,564800,AMERICAN STD COS INC DEL,ASD,122,42.86,204
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,03076C10,23922137,0,-6400000,AMERIPRISE FINL INC,AMP,120,45.06,251
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,03522910,43854200,0,,ANHEUSER BUSCH COS INC,BUD,106,42.77,776
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,09367110,16061100,0,-2477000,BLOCK H & R INC,HRB,114,21.65,328
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,19121610,200000000,0,,COCA COLA CO,KO,106,41.87,2368
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,20030N20,11110200,0,,COMCAST CORP NEW,CMCS,131,26.12,750
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,20033410,1523446,0,4468,COMDISCO HLDG CO INC,CDCO,120,14.75,4
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,20825C10,17938100,0,17938100,CONOCOPHILLIPS,COP,112,63.15,1425
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,22160K10,5254000,0,,COSTCO WHSL CORP NEW,COST,129,54.16,471
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,31996310,10000000,0,,FIRST DATA CORP,FDC,108,46.82,766
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,36473010,3447600,0,,GANNETT INC,GCI,127,59.92,238
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,36476010,10000000,0,,GAP INC DEL,GPS,132,18.68,854
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,36960410,7777900,0,7777900,GENERAL ELECTRIC CO,GE,117,34.78,10423
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,43707610,4181000,0,-819000,HOME DEPOT INC,HD,109,42.30,2118
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,46284610,3483300,0,-465500,IRON MTN INC,IRM,134,40.74,132
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,52977110,2521100,0,-478900,LEXMARK INTL NEW,LXK,108,45.38,108
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,54866110,390000,0,,LOWES COS INC,LOW,109,64.44,784
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,55261F10,6708760,0,,M & T BK CORP,MTB,105,114.14,111
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,61536910,48000000,0,,MOODYS CORP,MCO,114,71.46,291
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,65410610,2474600,0,,NIKE INC,NKE,132,85.10,194
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,68989910,1818800,0,,OUTBACK STEAKHOUSE INC,OSI,115,44.00,75
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,71646E10,659000,0,,PETROCHINA CO LTD,PTR,112,104.95,21099
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,72027910,3290000,0,,PIER 1 IMPORTS INC,PIR,117,11.61,87
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,74271810,100000000,0,,PROCTER & GAMBLE CO,PG,107,57.63,3289
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,81211K10,737900,0,-217700,SEALED AIR CORP NEW,SEE,125,57.87,81
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,81760N10,4384400,0,-1227200,SERVICEMASTER CO,SVM,100,13.12,292
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,86791410,3204600,0,,SUNTRUST BKS INC,STI,105,72.76,362
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,89102710,2823879,0,,TORCHMARK CORP,TMK,119,57.10,102
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,90212410,10000000,0,,TYCO INTL LTD NEW,TYC,111,26.88,2015
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,90329340,6500000,0,,U S G CORP,USG,109,94.96,45
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,91131210,1429200,0,1429200,UNITED PARCEL SERVICE INC,UPS,134,79.38,648
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,93114210,19944300,0,,WAL MART STORES INC,WMT,129,47.24,4167
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,93964010,1727765,0,,WASHINGTON POST CO,WPO,127,776.75,8
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,94974610,92580600,0,7488400,WELLS FARGO & CO NEW,WFC,105,63.87,1692
BERKSHIRE HATHAWAY INC.,8350,03/31/2006,12/31/2005,95081710,5703087,0,,WESCO FINL CORP,WSC,124,399.00,7
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,02581610,151610700,0,-151610700,AMERICAN EXPRESS CO,AXP,105,53.22,1234
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,02971210,11062700,0,-11062700,AMERICAN STD COS INC DEL,ASD,122,43.27,203
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,03076C10,23922137,0,-23922137,AMERIPRISE FINL INC,AMP,105,44.67,244
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,03522910,43528052,0,-43854200,ANHEUSER BUSCH COS INC,BUD,106,45.59,773
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,09367110,11386500,0,-16061100,BLOCK H & R INC,HRB,114,23.86,322
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,19121610,200000000,0,-200000000,COCA COLA CO,KO,106,43.02,2356
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,20030N20,11110200,0,-11110200,COMCAST CORP NEW,CMCS,131,32.78,739
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,20033410,1523446,0,-1523446,COMDISCO HLDG CO INC,CDCO,108,15.31,4
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,20825C10,17938100,0,-17938100,CONOCOPHILLIPS,COP,112,65.53,1651
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,22160K10,5254000,0,-5254000,COSTCO WHSL CORP NEW,COST,129,57.13,468
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,31996310,10000000,0,-10000000,FIRST DATA CORP,FDC,108,45.04,766
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,36473010,3447600,0,-3447600,GANNETT INC,GCI,127,55.93,238
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,36960410,7777900,0,-7777900,GENERAL ELECTRIC CO,GE,117,32.96,10398
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,43707610,4181000,0,-4181000,HOME DEPOT INC,HD,109,35.79,2067
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,46284610,5024700,0,-3483300,IRON MTN INC,IRM,134,37.38,132
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,54866110,390000,0,-390000,LOWES COS INC,LOW,109,60.67,777
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,55261F10,6708760,0,-6708760,M & T BK CORP,MTB,105,117.92,111
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,61536910,48000000,0,-48000000,MOODYS CORP,MCO,110,54.46,291
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,65410610,2474600,0,-2474600,NIKE INC,NKE,132,81.00,195
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,67104A10,1818800,0,-1818800,OSI RESTAURANT PARTNERS INC,OSI,115,34.60,75
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,71646E10,659000,0,-659000,PETROCHINA CO LTD,PTR,112,107.97,21099
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,72027910,3290000,0,-3290000,PIER 1 IMPORTS INC,PIR,117,6.98,87
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,74271810,100000000,0,-100000000,PROCTER & GAMBLE CO,PG,107,55.60,3281
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,80105N10,488500,0,,SANOFI AVENTIS,SNY,116,48.70,1356
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,81211K10,677700,0,-737900,SEALED AIR CORP NEW,SEE,125,52.08,82
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,81760N10,3998000,0,-4384400,SERVICEMASTER CO,SVM,100,10.33,291
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,86791410,3204600,0,-3204600,SUNTRUST BKS INC,STI,105,76.26,364
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,89102710,2823879,0,-2823879,TORCHMARK CORP,TMK,119,60.72,100
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,90212410,10000000,0,-10000000,TYCO INTL LTD NEW,TYC,111,27.50,2037
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,90329340,6500000,0,-6500000,U S G CORP,USG,109,72.93,45
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,91131210,1429200,0,-1429200,UNITED PARCEL SERVICE INC,UPS,134,82.33,655
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,93114210,19944300,0,-19944300,WAL MART STORES INC,WMT,129,48.17,4168
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,93964010,1727765,0,-1727765,WASHINGTON POST CO,WPO,127,780.01,8
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,94974610,95320800,0,-92580600,WELLS FARGO & CO NEW,WFC,105,67.08,1680
BERKSHIRE HATHAWAY INC.,8350,06/30/2006,03/31/2006,95081710,5703087,0,-5703087,WESCO FINL CORP,WSC,124,381.00,7
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,02581610,151610700,0,-151610700,AMERICAN EXPRESS CO,AXP,105,56.08,1215
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,02971210,11062700,0,-11062700,AMERICAN STD COS INC DEL,ASD,122,41.97,201
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,03076C10,19256537,0,-23922137,AMERIPRISE FINL INC,AMP,105,46.90,244
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,03522910,36417400,0,-43528052,ANHEUSER BUSCH COS INC,BUD,106,47.51,769
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,09367110,10971000,0,-11386500,BLOCK H & R INC,HRB,114,21.74,322
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,19121610,200000000,0,-200000000,COCA COLA CO,KO,106,44.68,2342
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,20030N20,11110200,0,-11110200,COMCAST CORP NEW,CMCS,131,36.81,717
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,20033410,1523446,0,-1523446,COMDISCO HLDG CO INC,CDCO,108,18.40,4
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,20825C10,17938100,0,-17938100,CONOCOPHILLIPS,COP,112,59.53,1648
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,22160K10,5254000,0,-5254000,COSTCO WHSL CORP NEW,COST,129,49.68,468
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,31996310,10000000,0,-10000000,FIRST DATA CORP,FDC,108,42.00,765
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,36473010,3447600,0,-3447600,GANNETT INC,GCI,127,56.83,236
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,36960410,7777900,0,-7777900,GENERAL ELECTRIC CO,GE,117,35.30,10323
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,43707610,4181000,0,-4181000,HOME DEPOT INC,HD,109,36.27,2064
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,46284610,6031900,0,-5024700,IRON MTN INC,IRM,134,42.94,132
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,47816010,24588800,0,-24588800,JOHNSON & JOHNSON,JNJ,116,64.94,2925
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,54866110,7000000,0,-780000,LOWES COS INC,LOW,109,28.06,1528
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,55261F10,6708760,0,-6708760,M & T BK CORP,MTB,105,119.96,111
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,61536910,48000000,0,-48000000,MOODYS CORP,MCO,110,65.38,282
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,65410610,4000000,0,-2474600,NIKE INC,NKE,132,87.62,191
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,67104A10,1818800,0,-1818800,OSI RESTAURANT PARTNERS INC,OSI,115,31.71,74
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,71646E10,659000,0,-659000,PETROCHINA CO LTD,PTR,112,107.65,21099
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,72027910,3290000,0,-3290000,PIER 1 IMPORTS INC,PIR,117,7.42,88
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,74271810,100000000,0,-100000000,PROCTER & GAMBLE CO,PG,107,61.98,3175
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,80105N10,488500,0,-488500,SANOFI AVENTIS,SNY,116,44.47,1357
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,81211K10,677700,0,-677700,SEALED AIR CORP NEW,SEE,125,54.35,81
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,81760N10,3998000,0,-3998000,SERVICEMASTER CO,SVM,100,11.21,291
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,86791410,3204600,0,-3204600,SUNTRUST BKS INC,STI,105,77.28,365
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,87612E10,745700,0,-5500000,TARGET CORP,TGT,129,55.25,859
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,89102710,2823879,0,-2823879,TORCHMARK CORP,TMK,119,63.11,99
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,90212410,10000000,0,-10000000,TYCO INTL LTD NEW,TYC,111,27.99,2015
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,90329340,16700992,0,-6500000,U S G CORP,USG,109,47.04,90
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,91131210,1429200,0,-1429200,UNITED PARCEL SERVICE INC,UPS,134,71.94,662
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,93114210,19944300,0,-19944300,WAL MART STORES INC,WMT,129,49.32,4169
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,93964010,1727765,1727765,-1727765,WASHINGTON POST CO,WPO,127,737.00,8
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,94974610,190641600,0,-190641600,WELLS FARGO & CO NEW,WFC,105,36.12,3367
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,95081710,5703087,0,-5703087,WESCO FINL CORP,WSC,124,437.00,7
BERKSHIRE HATHAWAY INC.,8350,09/30/2006,06/30/2006,95980210,10000000,0,,WESTERN UN CO,WU,105,19.13,765
